race_id,driver_id,constructor_id,season,round,circuit_id,quali_pos,grid_pos,avg_fp_longrun_delta,constructor_form,driver_form,circuit_effect,driver_consistency,constructor_reliability,driver_momentum,weather_risk,points,finish_position,points_scored,podium_finish,top_10_finish
2010_1_bahrain,bruno_senna,hrt,2010,1,bahrain,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0
2010_1_bahrain,glock,virgin,2010,1,bahrain,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0
2010_1_bahrain,petrov,renault,2010,1,bahrain,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0
2010_1_bahrain,kobayashi,sauber,2010,1,bahrain,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0
2010_1_bahrain,grassi,virgin,2010,1,bahrain,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0
2010_1_bahrain,chandhok,hrt,2010,1,bahrain,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0
2010_2_albert_park,button,mclaren,2010,2,albert_park,4,4,0.0,9.7059,6.0,0.0,0.0,0.7143,0.0,0.0,25.0,1,1,1,1
2010_2_albert_park,kubica,renault,2010,2,albert_park,9,9,0.0,0.0,0.0,0.0,0.0,0.7619,0.0,0.0,18.0,2,1,1,1
2010_2_albert_park,massa,ferrari,2010,2,albert_park,5,5,0.0,20.8824,18.0,0.0,0.0,0.75,0.0,0.0,15.0,3,1,1,1
2010_2_albert_park,alonso,ferrari,2010,2,albert_park,3,3,0.0,18.1963,25.0,0.0,0.0,0.7101,0.0,0.0,12.0,4,1,0,1
2010_2_albert_park,rosberg,mercedes,2010,2,albert_park,6,6,0.0,8.8235,10.0,0.0,0.0,0.9167,0.0,0.0,10.0,5,1,0,1
2010_2_albert_park,hamilton,mclaren,2010,2,albert_park,11,11,0.0,16.6895,15.0,0.0,0.0,0.5951,0.0,0.0,8.0,6,1,0,1
2011_1_albert_park,vettel,red_bull,2011,1,albert_park,1,1,0.0,7.2941,12.0,0.0,0.0,0.75,0.0,0.0,25.0,1,1,1,1
2011_1_albert_park,hamilton,mclaren,2011,1,albert_park,2,2,0.0,13.259,10.8824,8.0,0.7667,0.6406,0.0,0.0,18.0,2,1,1,1
2011_1_albert_park,petrov,renault,2011,1,albert_park,6,6,0.0,8.2192,0.0,0.0,0.0,0.5936,0.0,0.0,15.0,3,1,1,1
2011_1_albert_park,alonso,ferrari,2011,1,albert_park,5,5,0.0,15.7501,17.3529,12.0,0.74,0.691,0.0,0.0,12.0,4,1,0,1
2011_1_albert_park,webber,red_bull,2011,1,albert_park,3,3,0.0,15.379,4.0,0.0,0.0,0.6018,0.0,0.0,10.0,5,1,0,1
2011_1_albert_park,button,mclaren,2011,1,albert_park,4,4,0.0,14.9686,17.1765,25.0,0.62,0.6214,0.0,0.0,8.0,6,1,0,1
2011_1_albert_park,massa,ferrari,2011,1,albert_park,8,8,0.0,14.3978,16.2353,15.0,0.9167,0.706,0.0,0.0,6.0,7,1,0,1
2011_1_albert_park,buemi,toro_rosso,2011,1,albert_park,10,10,0.0,0.0,0.0,0.0,0.0,0.9062,0.0,0.0,4.0,8,1,0,1
2011_1_albert_park,sutil,force_india,2011,1,albert_park,16,16,0.0,0.8235,0.0,0.0,0.0,0.875,0.0,0.0,2.0,9,1,0,1
2011_1_albert_park,resta,force_india,2011,1,albert_park,14,14,0.0,1.3607,0.0,0.0,0.0,0.8761,0.0,0.0,1.0,10,1,0,1
2011_1_albert_park,alguersuari,toro_rosso,2011,1,albert_park,12,12,0.0,1.8265,0.0,0.0,0.0,0.7889,0.0,0.0,0.0,11,0,0,0
2011_1_albert_park,heidfeld,renault,2011,1,albert_park,18,18,0.0,10.8962,0.0,0.0,0.0,0.548,0.0,0.0,0.0,12,0,0,0
2011_1_albert_park,trulli,lotus_racing,2011,1,albert_park,20,20,0.0,0.0,0.0,0.0,0.0,0.9412,0.0,0.0,0.0,13,0,0,0
2011_1_albert_park,ambrosio,virgin,2011,1,albert_park,22,22,0.0,0.0,0.0,0.0,0.0,0.9348,0.0,0.0,0.0,14,0,0,0
2011_1_albert_park,glock,virgin,2011,1,albert_park,21,21,0.0,0.0,0.0,0.0,0.0,0.8355,0.0,0.0,0.0,15,0,0,0
2011_1_albert_park,barrichello,williams,2011,1,albert_park,17,17,0.0,0.4118,1.0,0.0,0.0,0.8571,0.0,0.0,0.0,16,0,0,0
2011_1_albert_park,rosberg,mercedes,2011,1,albert_park,7,7,0.0,9.3607,10.0,10.0,1.0,0.9188,0.0,0.0,0.0,17,0,0,0
2011_1_albert_park,kovalainen,lotus_racing,2011,1,albert_park,19,19,0.0,0.0,0.0,0.0,0.0,0.9018,0.0,0.0,0.0,18,0,0,0
2011_1_albert_park,michael_schumacher,mercedes,2011,1,albert_park,11,11,0.0,5.6652,8.0,0.0,0.0,0.6194,0.0,0.0,0.0,19,0,0,0
2011_1_albert_park,maldonado,williams,2011,1,albert_park,15,15,0.0,0.2237,0.0,0.0,0.0,0.8424,0.0,0.0,0.0,20,0,0,0
2011_1_albert_park,kobayashi,sauber,2011,1,albert_park,9,9,0.0,0.0,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,21,0,0,0
2011_1_albert_park,perez,sauber,2011,1,albert_park,13,13,0.0,0.0,0.0,0.0,0.0,0.9229,0.0,0.0,0.0,22,0,0,0
2011_2_sepang,vettel,red_bull,2011,2,sepang,1,1,0.0,13.2554,19.6471,0.0,0.74,0.6429,0.0,0.0,25.0,1,1,1,1
2011_2_sepang,button,mclaren,2011,2,sepang,4,4,0.0,12.4538,12.9863,0.0,0.604,0.6455,1.0,0.0,18.0,2,1,1,1
2011_2_sepang,heidfeld,renault,2011,2,sepang,6,6,0.0,6.9669,0.0,0.0,0.0,0.5864,0.0,0.0,15.0,3,1,1,1
2011_2_sepang,webber,red_bull,2011,2,sepang,3,3,0.0,17.4906,7.5294,0.0,0.7,0.5902,0.0,0.0,12.0,4,1,0,1
2011_2_sepang,massa,ferrari,2011,2,sepang,7,7,0.0,10.7269,11.5616,0.0,0.7183,0.7051,-6.0,0.0,10.0,5,1,0,1
2011_2_sepang,alonso,ferrari,2011,2,sepang,5,5,0.0,10.024,14.9087,0.0,0.7272,0.7723,-6.5,0.0,8.0,6,1,0,1
2011_2_sepang,kobayashi,sauber,2011,2,sepang,10,10,0.0,0.0,0.0,0.0,0.0,0.9268,0.0,0.0,6.0,7,1,0,1
2011_2_sepang,hamilton,mclaren,2011,2,sepang,2,2,0.0,14.8449,14.1324,0.0,0.7654,0.6122,1.5,0.0,4.0,8,1,0,1
2012_1_albert_park,button,mclaren,2012,1,albert_park,2,2,0.0,10.3187,14.9657,15.0,0.6494,0.6667,-3.5,0.0,25.0,1,1,1,1
2012_1_albert_park,vettel,red_bull,2012,1,albert_park,6,6,0.0,15.8434,22.0913,25.0,0.7713,0.5902,6.5,0.0,18.0,2,1,1,1
2012_1_albert_park,hamilton,mclaren,2012,1,albert_park,1,1,0.0,15.7534,10.1323,13.8824,0.6701,0.5835,-2.0,0.0,15.0,3,1,1,1
2012_1_albert_park,webber,red_bull,2012,1,albert_park,5,5,0.0,17.3389,9.5708,10.0,0.7183,0.6154,4.0,0.0,12.0,4,1,0,1
2012_1_albert_park,alonso,ferrari,2012,1,albert_park,12,12,0.0,8.9925,12.1812,12.0,0.6895,0.8168,-2.0,0.0,10.0,5,1,0,1
2012_1_albert_park,kobayashi,sauber,2012,1,albert_park,13,13,0.0,2.1636,2.7397,0.0,0.4142,0.7597,3.0,0.0,8.0,6,1,0,1
2012_1_albert_park,raikkonen,lotus_f1,2012,1,albert_park,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7,1,0,1
2012_1_albert_park,perez,sauber,2012,1,albert_park,17,22,0.0,4.3994,0.0,0.0,0.0,0.6769,0.0,0.0,4.0,8,1,0,1
2012_1_albert_park,ricciardo,toro_rosso,2012,1,albert_park,10,10,0.0,1.1054,0.0,0.0,0.0,0.8045,0.0,0.0,2.0,9,1,0,1
2012_1_albert_park,resta,force_india,2012,1,albert_park,15,15,0.0,1.2183,1.0,1.0,0.0,0.8909,0.0,0.0,1.0,10,1,0,1
2012_1_albert_park,vergne,toro_rosso,2012,1,albert_park,11,11,0.0,1.428,0.0,0.0,0.0,0.7988,0.0,0.0,0.0,11,0,0,0
2012_1_albert_park,rosberg,mercedes,2012,1,albert_park,7,7,0.0,3.6223,5.4338,4.1176,0.5858,0.6247,-5.0,0.0,0.0,12,0,0,0
2012_1_albert_park,maldonado,williams,2012,1,albert_park,8,8,0.0,0.1354,0.0,0.0,0.0,0.8062,0.0,0.0,0.0,13,0,0,0
2012_1_albert_park,glock,marussia,2012,1,albert_park,21,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0
2012_1_albert_park,pic,marussia,2012,1,albert_park,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0
2012_1_albert_park,bruno_senna,williams,2012,1,albert_park,14,14,0.0,0.0866,0.0,0.0,0.0,0.8146,0.0,0.0,0.0,16,0,0,0
2012_1_albert_park,massa,ferrari,2012,1,albert_park,16,16,0.0,9.1736,10.9451,9.7059,0.7269,0.8411,-2.5,0.0,0.0,17,0,0,0
2012_1_albert_park,kovalainen,caterham,2012,1,albert_park,19,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0
2012_1_albert_park,petrov,caterham,2012,1,albert_park,20,19,0.0,0.0,8.8235,15.0,0.5,0.0,0.0,0.0,0.0,19,0,0,0
2012_1_albert_park,michael_schumacher,mercedes,2012,1,albert_park,4,4,0.0,1.9295,3.2941,0.0,0.5,0.6768,0.0,0.0,0.0,20,0,0,0
2012_1_albert_park,grosjean,lotus_f1,2012,1,albert_park,3,3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0
2012_1_albert_park,hulkenberg,force_india,2012,1,albert_park,9,9,0.0,1.1396,0.0,0.0,0.0,0.9013,0.0,0.0,0.0,22,0,0,0
2012_2_sepang,alonso,ferrari,2012,2,sepang,8,8,0.0,5.6942,11.3946,8.0,0.6912,0.6369,-1.0,0.0,25.0,1,1,1,1
2012_2_sepang,perez,sauber,2012,2,sepang,9,9,0.0,4.522,2.3529,0.0,0.5,0.642,0.0,0.0,18.0,2,1,1,1
2012_2_sepang,hamilton,mclaren,2012,2,sepang,1,1,0.0,15.3456,11.8876,4.0,0.6986,0.6054,-1.5,0.0,15.0,3,1,1,1
2012_2_sepang,webber,red_bull,2012,2,sepang,4,4,0.0,14.9493,10.5298,12.0,0.7434,0.6853,1.0,0.0,12.0,4,1,0,1
2012_2_sepang,raikkonen,lotus_f1,2012,2,sepang,5,10,0.0,2.4706,6.0,0.0,0.0,0.6667,0.0,0.0,10.0,5,1,0,1
2012_2_sepang,bruno_senna,williams,2012,2,sepang,13,13,0.0,0.0,0.0,0.0,0.0,0.8681,0.0,0.0,8.0,6,1,0,1
2012_2_sepang,resta,force_india,2012,2,sepang,14,14,0.0,0.6765,1.0,0.0,1.0,0.7241,0.0,0.0,6.0,7,1,0,1
2012_2_sepang,vergne,toro_rosso,2012,2,sepang,18,18,0.0,0.9996,0.0,0.0,0.0,0.7996,0.0,0.0,4.0,8,1,0,1
2013_1_albert_park,raikkonen,lotus_f1,2013,1,albert_park,7,7,0.0,5.9087,8.3529,6.0,0.8,0.6071,0.0,0.0,25.0,1,1,1,1
2013_1_albert_park,alonso,ferrari,2013,1,albert_park,5,5,0.0,12.6375,15.4763,11.0868,0.6912,0.5582,8.5,0.0,18.0,2,1,1,1
2013_1_albert_park,vettel,red_bull,2013,1,albert_park,1,1,0.0,14.1857,20.4761,20.8824,0.7864,0.7034,-3.5,0.0,15.0,3,1,1,1
2013_1_albert_park,massa,ferrari,2013,1,albert_park,4,4,0.0,14.7311,6.9982,5.274,0.6049,0.5207,-3.0,0.0,12.0,4,1,0,1
2013_1_albert_park,hamilton,mercedes,2013,1,albert_park,3,3,0.0,0.8658,12.8213,14.3927,0.6986,0.7251,5.5,0.0,10.0,5,1,0,1
2013_1_albert_park,webber,red_bull,2013,1,albert_park,2,2,0.0,13.824,11.06,11.1765,0.7635,0.8095,0.0,0.0,8.0,6,1,0,1
2013_1_albert_park,sutil,force_india,2013,1,albert_park,12,12,0.0,2.6372,1.1765,2.0,0.5,0.6858,0.0,0.0,6.0,7,1,0,1
2013_1_albert_park,resta,force_india,2013,1,albert_park,9,9,0.0,3.8885,3.2831,1.0,0.5308,0.6681,2.5,0.0,4.0,8,1,0,1
2013_1_albert_park,button,mclaren,2013,1,albert_park,10,10,0.0,15.6661,18.5841,19.5662,0.669,0.5845,8.5,0.0,2.0,9,1,0,1
2013_1_albert_park,grosjean,lotus_f1,2013,1,albert_park,8,8,0.0,13.4457,0.0,0.0,0.0,0.5301,0.0,0.0,1.0,10,1,0,1
2013_1_albert_park,perez,mclaren,2013,1,albert_park,15,15,0.0,10.5966,9.4977,2.3529,0.4872,0.6057,9.0,0.0,0.0,11,0,0,0
2013_1_albert_park,vergne,toro_rosso,2013,1,albert_park,13,13,0.0,2.1422,2.3529,0.0,0.5,0.8739,0.0,0.0,0.0,12,0,0,0
2013_1_albert_park,gutierrez,sauber,2013,1,albert_park,18,18,0.0,9.6563,0.0,0.0,0.0,0.5692,0.0,0.0,0.0,13,0,0,0
2013_1_albert_park,bottas,williams,2013,1,albert_park,16,16,0.0,2.8849,0.0,0.0,0.0,0.7527,0.0,0.0,0.0,14,0,0,0
2013_1_albert_park,jules_bianchi,marussia,2013,1,albert_park,19,19,0.0,0.0,0.0,0.0,0.0,0.9667,0.0,0.0,0.0,15,0,0,0
2013_1_albert_park,pic,caterham,2013,1,albert_park,22,22,0.0,0.0,0.0,0.0,0.0,0.9737,0.0,0.0,0.0,16,0,0,0
2013_1_albert_park,chilton,marussia,2013,1,albert_park,20,20,0.0,0.0,0.0,0.0,0.0,0.9689,0.0,0.0,0.0,17,0,0,0
2013_1_albert_park,garde,caterham,2013,1,albert_park,21,21,0.0,0.0,0.0,0.0,0.0,0.9341,0.0,0.0,0.0,18,0,0,0
2013_1_albert_park,ricciardo,toro_rosso,2013,1,albert_park,14,14,0.0,1.2571,2.0,2.0,0.0,0.8741,0.0,0.0,0.0,19,0,0,0
2013_1_albert_park,rosberg,mercedes,2013,1,albert_park,6,6,0.0,3.6061,3.2886,2.2374,0.5,0.7251,-5.0,0.0,0.0,20,0,0,0
2013_1_albert_park,maldonado,williams,2013,1,albert_park,17,17,0.0,2.0194,0.0,0.0,0.0,0.7509,0.0,0.0,0.0,21,0,0,0
2013_1_albert_park,hulkenberg,sauber,2013,1,albert_park,11,11,0.0,6.7594,0.0,0.0,0.0,0.6701,0.0,0.0,0.0,22,0,0,0
2013_2_sepang,vettel,red_bull,2013,2,sepang,1,1,0.0,11.8343,18.5014,25.0,0.7834,0.7412,-5.0,0.0,25.0,1,1,1,1
2013_2_sepang,webber,red_bull,2013,2,sepang,5,5,0.0,16.2083,10.3844,12.0,0.871,0.689,-2.0,0.0,18.0,2,1,1,1
2013_2_sepang,hamilton,mercedes,2013,2,sepang,4,4,0.0,2.5243,12.0961,10.4706,0.7158,0.7199,-2.5,0.0,15.0,3,1,1,1
2013_2_sepang,rosberg,mercedes,2013,2,sepang,6,6,0.0,7.1761,2.1027,0.0,0.4495,0.6255,0.0,0.0,12.0,4,1,0,1
2013_2_sepang,massa,ferrari,2013,2,sepang,2,2,0.0,14.1542,8.1351,10.0,0.6232,0.501,1.0,0.0,10.0,5,1,0,1
2013_2_sepang,grosjean,lotus_f1,2013,2,sepang,11,11,0.0,8.9577,0.5882,0.0,0.5,0.5654,0.0,0.0,8.0,6,1,0,1
2013_2_sepang,raikkonen,lotus_f1,2013,2,sepang,7,10,0.0,8.7916,15.9543,10.0,0.6256,0.5574,9.5,0.0,6.0,7,1,0,1
2013_2_sepang,hulkenberg,sauber,2013,2,sepang,12,12,0.0,4.368,0.0,0.0,0.0,0.5971,0.0,0.0,4.0,8,1,0,1
2014_1_albert_park,rosberg,mercedes,2014,1,albert_park,3,3,0.0,9.3505,5.1931,0.0,0.4478,0.5694,6.0,0.0,25.0,1,1,1,1
2014_1_albert_park,kevin_magnussen,mclaren,2014,1,albert_park,4,4,0.0,7.1752,0.0,0.0,0.0,0.582,0.0,0.0,18.0,2,1,1,1
2014_1_albert_park,button,mclaren,2014,1,albert_park,11,10,0.0,9.9984,13.3664,10.6941,0.6285,0.6044,-8.0,0.0,15.0,3,1,1,1
2014_1_albert_park,alonso,ferrari,2014,1,albert_park,5,5,0.0,12.9079,16.597,14.1005,0.7025,0.501,4.0,0.0,12.0,4,1,0,1
2014_1_albert_park,bottas,williams,2014,1,albert_park,10,15,0.0,1.4136,0.0,0.0,0.0,0.7424,0.0,0.0,10.0,5,1,0,1
2014_1_albert_park,hulkenberg,force_india,2014,1,albert_park,7,7,0.0,4.1037,1.5792,0.0,0.366,0.6543,2.0,0.0,8.0,6,1,0,1
2014_1_albert_park,raikkonen,ferrari,2014,1,albert_park,12,11,0.0,13.3628,12.0245,17.1765,0.6003,0.6853,-2.0,0.0,6.0,7,1,0,1
2014_1_albert_park,vergne,toro_rosso,2014,1,albert_park,6,6,0.0,0.88,1.2785,0.0,0.4142,0.7531,0.0,0.0,4.0,8,1,0,1
2014_1_albert_park,kvyat,toro_rosso,2014,1,albert_park,8,8,0.0,1.9372,0.0,0.0,0.0,0.7422,0.0,0.0,2.0,9,1,0,1
2014_1_albert_park,perez,force_india,2014,1,albert_park,16,16,0.0,5.6969,5.7481,1.2785,0.4264,0.6237,-2.0,0.0,1.0,10,1,0,1
2014_1_albert_park,sutil,sauber,2014,1,albert_park,14,13,0.0,4.0151,3.379,4.3529,0.5167,0.6134,3.0,0.0,0.0,11,0,0,0
2014_1_albert_park,gutierrez,sauber,2014,1,albert_park,19,20,0.0,2.5682,0.0,0.0,0.0,0.6308,0.0,0.0,0.0,12,0,0,0
2014_1_albert_park,chilton,marussia,2014,1,albert_park,17,17,0.0,0.0,0.0,0.0,0.0,0.9333,0.0,0.0,0.0,13,0,0,0
2014_1_albert_park,jules_bianchi,marussia,2014,1,albert_park,18,18,0.0,0.0,0.0,0.0,0.0,0.9177,0.0,0.0,0.0,14,0,0,0
2014_1_albert_park,grosjean,lotus_f1,2014,1,albert_park,21,22,0.0,8.3178,3.9726,0.5882,0.4574,0.6647,4.0,0.0,0.0,15,0,0,0
2014_1_albert_park,maldonado,lotus_f1,2014,1,albert_park,22,21,0.0,5.2164,0.0,0.0,0.0,0.6279,0.0,0.0,0.0,16,0,0,0
2014_1_albert_park,ericsson,caterham,2014,1,albert_park,20,19,0.0,0.0,0.0,0.0,0.0,0.9422,0.0,0.0,0.0,17,0,0,0
2014_1_albert_park,vettel,red_bull,2014,1,albert_park,13,12,0.0,17.1094,21.2389,18.1963,0.8349,0.6503,3.5,0.0,0.0,18,0,0,0
2014_1_albert_park,hamilton,mercedes,2014,1,albert_park,1,1,0.0,15.5606,12.7855,13.3881,0.7305,0.4915,0.0,0.0,0.0,19,0,0,0
2014_1_albert_park,massa,williams,2014,1,albert_park,9,9,0.0,4.5956,8.3915,6.8219,0.6402,0.6708,5.0,0.0,0.0,20,0,0,0
2014_1_albert_park,kobayashi,caterham,2014,1,albert_park,15,14,0.0,0.0,4.8164,4.7059,0.495,0.9452,4.0,0.0,0.0,21,0,0,0
2014_1_albert_park,ricciardo,red_bull,2014,1,albert_park,2,2,0.0,11.2493,0.8235,0.8235,0.5,0.4906,0.0,0.0,0.0,22,0,0,0
2014_2_sepang,hamilton,mercedes,2014,2,sepang,1,1,0.0,10.2863,8.7074,12.5388,0.6536,0.5308,-5.0,0.0,25.0,1,1,1,1
2014_2_sepang,rosberg,mercedes,2014,2,sepang,3,3,0.0,16.2156,12.0443,12.0,0.4265,0.4516,12.5,0.0,18.0,2,1,1,1
2014_2_sepang,vettel,red_bull,2014,2,sepang,2,2,0.0,6.9654,13.352,25.0,0.644,0.5329,-7.5,0.0,15.0,3,1,1,1
2014_2_sepang,alonso,ferrari,2014,2,sepang,4,4,0.0,10.0025,15.2179,18.0,0.7025,0.7303,-6.5,0.0,12.0,4,1,0,1
2014_2_sepang,hulkenberg,force_india,2014,2,sepang,7,7,0.0,4.3484,3.8946,4.0,0.4286,0.8485,4.0,0.0,10.0,5,1,0,1
2014_2_sepang,button,mclaren,2014,2,sepang,10,10,0.0,11.4989,13.2504,18.0,0.6307,0.6044,-5.0,0.0,8.0,6,1,0,1
2014_2_sepang,massa,williams,2014,2,sepang,13,13,0.0,3.2169,5.5104,10.0,0.5481,0.6622,-6.0,0.0,6.0,7,1,0,1
2014_2_sepang,bottas,williams,2014,2,sepang,18,18,0.0,3.9306,5.8824,0.0,0.5,0.6724,0.0,0.0,4.0,8,1,0,1
2015_1_albert_park,hamilton,mercedes,2015,1,albert_park,1,1,0.0,16.9327,14.2013,6.5525,0.6154,0.4395,5.0,0.0,25.0,1,1,1,1
2015_1_albert_park,rosberg,mercedes,2015,1,albert_park,2,2,0.0,20.1408,14.9219,11.4155,0.5268,0.403,3.0,0.0,18.0,2,1,1,1
2015_1_albert_park,vettel,ferrari,2015,1,albert_park,4,4,0.0,10.2381,13.2403,8.8219,0.6414,0.8045,-5.0,0.0,15.0,3,1,1,1
2015_1_albert_park,massa,williams,2015,1,albert_park,3,3,0.0,4.1939,5.4149,3.8356,0.5301,0.6403,-2.0,0.0,12.0,4,1,0,1
2015_1_albert_park,nasr,sauber,2015,1,albert_park,11,10,0.0,0.7068,0.0,0.0,0.0,0.7371,0.0,0.0,10.0,5,1,0,1
2015_1_albert_park,ricciardo,red_bull,2015,1,albert_park,7,6,0.0,9.8,0.4475,0.4475,0.4142,0.5074,-1.0,0.0,8.0,6,1,0,1
2015_1_albert_park,hulkenberg,force_india,2015,1,albert_park,14,13,0.0,6.2863,6.3323,3.653,0.5189,0.8071,3.0,0.0,6.0,7,1,0,1
2015_1_albert_park,ericsson,sauber,2015,1,albert_park,16,15,0.0,4.1008,0.0,0.0,0.0,0.6687,0.0,0.0,4.0,8,1,0,1
2015_1_albert_park,sainz,toro_rosso,2015,1,albert_park,8,7,0.0,2.0772,0.0,0.0,0.0,0.7289,0.0,0.0,2.0,9,1,0,1
2015_1_albert_park,perez,force_india,2015,1,albert_park,15,14,0.0,6.2004,4.0359,1.3516,0.4014,0.8071,-8.5,0.0,1.0,10,1,0,1
2015_1_albert_park,button,mclaren,2015,1,albert_park,17,16,0.0,10.025,11.6753,13.0822,0.6307,0.6439,3.0,0.0,0.0,11,0,0,0
2015_1_albert_park,raikkonen,ferrari,2015,1,albert_park,5,5,0.0,11.8485,9.852,12.0731,0.59,0.7723,-9.5,0.0,0.0,12,0,0,0
2015_1_albert_park,max_verstappen,toro_rosso,2015,1,albert_park,12,11,0.0,1.9329,0.0,0.0,0.0,0.7388,0.0,0.0,0.0,13,0,0,0
2015_1_albert_park,grosjean,lotus_f1,2015,1,albert_park,9,8,0.0,2.1363,2.4043,0.3196,0.4022,0.7263,-0.5,0.0,0.0,14,0,0,0
2015_1_albert_park,maldonado,lotus_f1,2015,1,albert_park,10,9,0.0,1.4348,0.0,0.0,0.0,0.7331,0.0,0.0,0.0,15,0,0,0
2015_1_albert_park,kvyat,red_bull,2015,1,albert_park,13,12,0.0,8.2297,2.0,2.0,0.0,0.5541,0.0,0.0,0.0,16,0,0,0
2015_1_albert_park,kevin_magnussen,mclaren,2015,1,albert_park,18,17,0.0,6.8963,18.0,18.0,0.0,0.633,0.0,0.0,0.0,17,0,0,0
2015_1_albert_park,bottas,williams,2015,1,albert_park,6,0,0.0,7.263,5.0228,5.8824,0.5317,0.6037,2.0,0.0,0.0,18,0,0,0
2015_2_sepang,vettel,ferrari,2015,2,sepang,2,2,0.0,7.6879,13.5864,20.4338,0.6364,0.6461,7.5,0.0,25.0,1,1,1,1
2015_2_sepang,hamilton,mercedes,2015,2,sepang,1,1,0.0,19.0743,18.047,19.5662,0.6126,0.4162,12.5,0.0,18.0,2,1,1,1
2015_2_sepang,rosberg,mercedes,2015,2,sepang,3,3,0.0,19.843,16.9363,15.5294,0.6353,0.7656,-3.5,0.0,15.0,3,1,1,1
2015_2_sepang,raikkonen,ferrari,2015,2,sepang,11,11,0.0,13.6694,6.5328,7.6471,0.5272,0.5853,-3.0,0.0,12.0,4,1,0,1
